address,phonenumber,deposit,rent
인천광역시 탁수규시 곽관금거리 938 014 (051-140),01019599775,1000.0,40.0
"전라북도 홍다군 
 통윤도로 3395 451-920",01081434395,1000.0,30.0
"세종특별자치시 은호군 
 편보근동 2843 879-6 786-514",01031593934,1000.0,50.0
"제주특별자치도 창황원구 
 금석훈구 866 77-2 059-539",01088652722,6000.0,30.0
"서울특별시 용범구 
 권협다거리 9 983-018",01055483994,5000.0,30.0
"대구광역시 순혜마을 
 민유찬거리 0 984-576",01034322266,5000.0,60.0
충청북도 이향형시 병재로 1386 (857-035),01056985621,3000.0,70.0
"부산광역시 억열시 
 윤슬가로 7593 398-759",01083295351,8000.0,50.0
충청남도 판산양마을 승남동 6812 (981-876),01079477551,3000.0,70.0
"충청북도 산별구 
 요선호거리 8058 929-351",01095569346,6000.0,70.0
"전라북도 지인마을 
 규란규구 2327 789동 643호 395-235",01021129639,9000.0,50.0
제주특별자치도 빙형은마을 성혜관동 3586 997-3 (523-439),01092187765,7000.0,60.0
"충청북도 승세구 
 민윤동 6865 194-431",01013932564,6000.0,70.0
